year_film,year_ceremony,ceremony,category,name,film,winner
2019,2020,92,Actor in a Supporting Role,Brad Pitt,Once Upon a Time in Hollywood,True
2019,2020,92,Actor in a Supporting Role,Jamie Foxx,Just Mercy,False
2019,2020,92,Actor in a Supporting Role,Tom Hanks,A Beautiful Day in the Neighborhood,False
2019,2020,92,Actor in a Supporting Role,Al Pacino,The Irishman,False
2019,2020,92,Actor in a Supporting Role,Joe Pesci,The Irishman,False
2019,2020,92,Actress in a Supporting Role,Laura Dern,Marriage Story,True
2019,2020,92,Actress in a Supporting Role,Scarlett Johansson,Jojo Rabbit,False
2019,2020,92,Actress in a Supporting Role,Nicole Kidman,Bombshell,False
2019,2020,92,Actress in a Supporting Role,Jennifer Lopez,Hustlers,False
2019,2020,92,Actress in a Supporting Role,Margot Robbie,Bombshell,False
2020,2021,93,Actor in a Leading Role,Chadwick Boseman,Ma Rainey's Black Bottom,True
2020,2021,93,Actor in a Leading Role,Riz Ahmed,Sound of Metal,False
2020,2021,93,Actor in a Leading Role,Anthony Hopkins,The Father,False
2020,2021,93,Actor in a Leading Role,Gary Oldman,Mank,False
2020,2021,93,Actor in a Leading Role,Steven Yeun,Minari,False
2020,2021,93,Actress in a Leading Role,Viola Davis,Ma Rainey's Black Bottom,True
2020,2021,93,Actress in a Leading Role,Amy Adams,Hillbilly Elegy,False
2020,2021,93,Actress in a Leading Role,Vanessa Kirby,Pieces of a Woman,False
2020,2021,93,Actress in a Leading Role,Frances McDormand,Nomadland,False
2020,2021,93,Actress in a Leading Role,Carey Mulligan,Promising Young Woman,False
2020,2021,93,Actor in a Supporting Role,Daniel Kaluuya,Judas and the Black Messiah,True
2020,2021,93,Actor in a Supporting Role,Sacha Baron Cohen,The Trial of the Chicago 7,False
2020,2021,93,Actor in a Supporting Role,Chadwick Boseman,Da 5 Bloods,False
2020,2021,93,Actor in a Supporting Role,Jared Leto,The Little Things,False
2020,2021,93,Actor in a Supporting Role,Lesli Odom Jr.,One Night in Miami...,False
2020,2021,93,Actress in a Supporting Role,Yuh-Jung Youn,Minari,True
2020,2021,93,Actress in a Supporting Role,Maria Bakalova,Borat Subsequent Moviefilm,False
2020,2021,93,Actress in a Supporting Role,Glenn Close,Hillbilly Elegy,False
2020,2021,93,Actress in a Supporting Role,Olivia Colman,The Father,False
2020,2021,93,Actress in a Supporting Role,Helena Zengel,News of the World,False
2021,2022,94,Actor in a Leading Role,Will Smith,King Richard,True
2021,2022,94,Actor in a Leading Role,Javier Bardem,Being the Ricardos,False
2021,2022,94,Actor in a Leading Role,Benedict Cumberbatch,The Power of the Dog,False
2021,2022,94,Actor in a Leading Role,Andrew Garfiled,"tick, tick...BOOM!",False
2021,2022,94,Actor in a Leading Role,Denzel Washington,The Tragedy of Macbeth,False
2021,2022,94,Actress in a Leading Role,Jessica Chastain,The Eyes of Tammy Faye,True
2021,2022,94,Actress in a Leading Role,Olivia Colman,The Lost Daughter,False
2021,2022,94,Actress in a Leading Role,Lady Gaga,House of Gucci,False
2021,2022,94,Actress in a Leading Role,Jennifer Hudson,Respect,False
2021,2022,94,Actress in a Leading Role,Nicole Kidman,Being the Ricardos,False
2021,2022,94,Actor in a Supporting Role,Troy Kotsur,CODA,True
2021,2022,94,Actor in a Supporting Role,Ben Affleck,The Tender Bar,False
2021,2022,94,Actor in a Supporting Role,Bradley Cooper,Licorice Pizza,False
2021,2022,94,Actor in a Supporting Role,Jared Leto,House of Gucci,False
2021,2022,94,Actor in a Supporting Role,Kodi Smit-McPhee,The Power of the Dog,False
2021,2022,94,Actress in a Supporting Role,Ariana DeBose,West Side Story,True
2021,2022,94,Actress in a Supporting Role,Caitríona Balfe,Belfast,False
2021,2022,94,Actress in a Supporting Role,Cate Blanchett,Nightmare Alley,False
2021,2022,94,Actress in a Supporting Role,Kirsten Dunst,The Power of the Dog,False
2021,2022,94,Actress in a Supporting Role,Ruth Negga,Passing,False
2022,2023,95,Actor in a Leading Role,Brendan Fraser,The Whale,True
2022,2023,95,Actor in a Leading Role,Austin Butler,Elvis,False
2022,2023,95,Actor in a Leading Role,Colin Farrell,The Banshees of Inisherin,False
2022,2023,95,Actor in a Leading Role,Bill Nighy,Living,False
2022,2023,95,Actor in a Leading Role,Adam Sandler,Hustle,False
2022,2023,95,Actress in a Leading Role,Michelle Yeoh,Everything Everywhere All at Once,True
2022,2023,95,Actress in a Leading Role,Cate Blanchett,Tár,False
2022,2023,95,Actress in a Leading Role,Viola Davis,The Woman King,False
2022,2023,95,Actress in a Leading Role,Ana de Armas,Blonde,False
2022,2023,95,Actress in a Leading Role,Danielle Deadwyler,Till,False
2022,2023,95,Actor in a Supporting Role,Ke Huy Quan,Everything Everywhere All at Once,True
2022,2023,95,Actor in a Supporting Role,Paul Dano,The Fabelmans,False
2022,2023,95,Actor in a Supporting Role,Brendan Gleeson,The Banshees of Inisherin,False
2022,2023,95,Actor in a Supporting Role,Barry Keoghan,The Banshees of Inisherin,False
2022,2023,95,Actor in a Supporting Role,Eddie Redmayne,The Good Nurse,False
2022,2023,95,Actress in a Supporting Role,Jamie Lee Curtis,Everything Everywhere All at Once,True
2022,2023,95,Actress in a Supporting Role,Angela Bassett,Black Panther: Wakanda Forever,False
2022,2023,95,Actress in a Supporting Role,Hong Chau,The Whale,False
2022,2023,95,Actress in a Supporting Role,Kerry Condon,The Banshees of Inisherin,False
2022,2023,95,Actress in a Supporting Role,Stephanie Hsu,Everything Everywhere All at Once,False
